DrugBank_ID,Protein_UID,Action,Gene_Name
DB05246,O43497,inhibitor,CACNA1G
DB05246,P33261,substrate,CYP2C19
DB05246,P33261,inhibitor,CYP2C19
DB05260,P01584,inhibitor,IL1B
DB05260,P31350,inhibitor,RRM2
DB05260,P21281,inhibitor,ATP6V1B2
DB05265,P18314,inhibitor,ureC
DB05265,Q8NFA2,antagonist,NOXO1
DB05266,P27815,inhibitor,PDE4A
DB05266,Q07343,inhibitor,PDE4B
DB05266,Q08493,inhibitor,PDE4C
DB05266,Q08499,inhibitor,PDE4D
DB05266,Q14432,inhibitor,PDE3A
DB05271,P35462,agonist,DRD3
DB05271,P21917,agonist,DRD4
DB05271,P14416,agonist,DRD2
DB05271,P21918,agonist,DRD5
DB05271,P21728,agonist,DRD1
DB05271,P08908,agonist,HTR1A
DB05271,P18089,antagonist,ADRA2B
DB05271,P08684,substrate,CYP3A4
DB05271,P10635,substrate,CYP2D6
DB05271,P10635,inhibitor,CYP2D6
DB05271,P33261,inhibitor,CYP2C19
DB05294,P35968,inhibitor,KDR
DB05294,P07949,inhibitor,RET
DB05294,P00533,inhibitor,EGFR
DB05294,P15692,inhibitor,VEGFA
DB05294,Q13882,inhibitor,PTK6
DB05294,Q02763,inhibitor,TEK
DB05294,Q01740,substrate,FMO1
DB05294,P31513,substrate,FMO3
DB05294,P08684,substrate,CYP3A4
DB05316,P28223,inverse agonist,HTR2A
DB05316,P28335,inverse agonist,HTR2C
DB05316,Q99720,binder,SIGMAR1
DB05316,P08684,substrate,CYP3A4
DB05316,P20815,substrate,CYP3A5
DB05316,P51589,substrate,CYP2J2
DB05316,P10635,substrate,CYP2D6
DB05351,P20648,inhibitor,ATP4A
DB05351,P51164,inhibitor,ATP4B
DB05351,P33261,substrate,CYP2C19
DB05351,P33261,inhibitor,CYP2C19
DB05351,P08684,substrate,CYP3A4
DB05381,P35367,agonist,HRH1
DB05381,P25021,agonist,HRH2
DB05381,Q9Y5N1,agonist,HRH3
DB05381,Q9H3N8,agonist,HRH4
DB05381,P50135,substrate,HNMT
DB05521,P26664,modulator,
DB05521,B0B3C9,inhibitor,NS3/4A
DB05521,Q9Y6L6,inhibitor,SLCO1B1
DB05521,O94956,inhibitor,SLCO2B1
DB05521,P08684,substrate,CYP3A4
DB05521,P08684,inhibitor,CYP3A4
DB05528,P04114,other/unknown,APOB
DB05541,P35498,inhibitor,SCN1A
DB05541,P08684,substrate,CYP3A4
DB05541,P33261,substrate,CYP2C19
DB05541,P20813,substrate,CYP2B6
DB05541,P11712,substrate,CYP2C9
DB05630,P11387,inhibitor,TOP1
DB05676,Q86V67,inhibitor,PDE4
DB05676,P11802,inhibitor,CDK4
DB05676,Q00534,inhibitor,CDK6
DB05676,P08684,substrate,CYP3A4
DB05676,P11509,substrate,CYP2A6
DB05676,P05177,substrate,CYP1A2
DB05812,P05093,inhibitor,CYP17A1
DB05812,P08684,substrate,CYP3A4
DB05812,P08684,inhibitor,CYP3A4
DB05812,P05177,inhibitor,CYP1A2
DB05812,P10635,inhibitor,CYP2D6
DB05812,P10632,inhibitor,CYP2C8
DB05812,P11712,inhibitor,CYP2C9
DB05812,P33261,inhibitor,CYP2C19
DB05812,P20815,inhibitor,CYP3A5
DB05812,Q06520,substrate,SULT2A1
DB05990,Q96RI1,agonist,NR1H4
DB05990,P05177,inhibitor,CYP1A2
DB05990,P05177,downregulator,CYP1A2
DB06016,P35462,partial agonist,DRD3
DB06016,P14416,partial agonist,DRD2
DB06016,P08908,partial agonist,HTR1A
DB06016,P41595,antagonist,HTR2B
DB06016,P28223,antagonist,HTR2A
DB06016,P35367,antagonist,HRH1
DB06016,P28335,antagonist,HTR2C
DB06016,P35348,antagonist,ADRA1A
DB06016,P08684,substrate,CYP3A4
DB06016,P08684,inhibitor,CYP3A4
DB06016,P08684,inducer,CYP3A4
DB06016,P10635,substrate,CYP2D6
DB06016,P10635,inhibitor,CYP2D6
DB06016,P20815,inducer,CYP3A5
DB06016,P05177,inhibitor,CYP1A2
DB06016,P11712,inhibitor,CYP2C9
DB06016,P33261,inhibitor,CYP2C19
DB06016,P05181,inhibitor,CYP2E1
DB06144,P14416,antagonist,DRD2
DB06144,P28223,antagonist,HTR2A
DB06144,P28335,antagonist,HTR2C
DB06144,P50406,antagonist,HTR6
DB06144,Q12809,inhibitor,KCNH2
DB06144,P10635,substrate,CYP2D6
DB06144,P08684,substrate,CYP3A4
DB06145,Q9A1X4,antagonist,rplC
DB06145,Q9A1X4,inhibitor,rplC
DB06147,Q27738,inhibitor,
DB06147,P11511,inducer,CYP19A1
DB06148,P08913,antagonist,ADRA2A
DB06148,P28223,antagonist,HTR2A
DB06148,P28335,antagonist,HTR2C
DB06148,P35367,antagonist,HRH1
DB06148,P23975,inhibitor,SLC6A2
DB06148,P31645,inhibitor,SLC6A4
DB06148,Q9H3N8,binder,HRH4
DB06148,P08908,blocker,HTR1A
DB06148,P18825,antagonist,ADRA2C
DB06148,P41595,binder,HTR2B
DB06148,P30939,binder,HTR1F
DB06148,P18089,antagonist,ADRA2B
DB06148,P35462,binder,DRD3
DB06148,P41145,agonist,OPRK1
DB06148,Q01959,binder,SLC6A3
DB06148,P34969,antagonist,HTR7
DB06148,P14416,antagonist,DRD2
DB06148,P50406,binder,HTR6
DB06148,P35348,antagonist,ADRA1A
DB06148,P21728,binder,DRD1
DB06148,P05177,substrate,CYP1A2
DB06148,P20813,substrate,CYP2B6
DB06148,P10635,substrate,CYP2D6
DB06148,P08684,substrate,CYP3A4
DB06150,P11712,inhibitor,CYP2C9
DB06152,P48551,agonist,IFNAR2
DB06152,Q9P0X4,antagonist,CACNA1I
DB06152,Q9P0X4,agonist,CACNA1I
DB06152,P21964,inducer,COMT
DB06152,P08684,substrate,CYP3A4
DB06153,P11229,antagonist,CHRM1
DB06153,P08172,antagonist,CHRM2
DB06153,P20309,antagonist,CHRM3
DB06153,P28223,antagonist,HTR2A
DB06153,P41595,antagonist,HTR2B
DB06153,P28335,antagonist,HTR2C
DB06153,P08908,partial agonist,HTR1A
DB06153,P28222,antagonist,HTR1B
DB06153,P35367,antagonist,HRH1
DB06153,P35348,antagonist,ADRA1A
DB06153,P35368,antagonist,ADRA1B
DB06153,P25100,antagonist,ADRA1D
DB06153,P08913,antagonist,ADRA2A
DB06153,P18089,antagonist,ADRA2B
DB06153,P18825,antagonist,ADRA2C
DB06153,P36537,substrate,UGT2B10
DB06154,P69905,agonist,HBA1
DB06154,P68871,agonist,HBB
DB06154,P33402,inducer,GUCY1A2
DB06154,P29474,inducer,NOS3
DB06154,P05091,substrate,ALDH2
DB06155,P21554,antagonist,CNR1
DB06155,P08684,substrate,CYP3A4
DB06176,Q13547,antagonist,HDAC1
DB06176,Q13547,inhibitor,HDAC1
DB06176,Q92769,antagonist,HDAC2
DB06176,Q92769,inhibitor,HDAC2
DB06176,P56524,inhibitor,HDAC4
DB06176,Q9UBN7,inhibitor,HDAC6
DB06176,Q13547,inhibitor,HDAC1
DB06176,P20815,substrate,CYP3A5
DB06176,P04798,substrate,CYP1A1
DB06176,P20813,substrate,CYP2B6
DB06176,P33261,substrate,CYP2C19
DB06176,P08684,substrate,CYP3A4
DB06193,P11388,modulator,TOP2A
DB06193,Q02880,modulator,TOP2B
DB06196,P30411,antagonist,BDKRB2
DB06196,P15144,inhibitor,ANPEP
DB06201,Q15858,modulator,SCN9A
DB06201,P41594,inhibitor,GRM5
DB06201,P23141,substrate,CES1
DB06201,P05181,inhibitor,CYP2E1
DB06201,P08684,inducer,CYP3A4
DB06202,P03420,modulator,F
DB06202,P03372,antagonist,ESR1
DB06202,P03372,agonist,ESR1
DB06202,P03372,negative modulator,ESR1
DB06202,Q92731,agonist,ESR2
DB06202,P34972,inverse agonist,CNR2
DB06203,P27487,inhibitor,DPP4
DB06203,P08684,substrate,CYP3A4
DB06203,P10635,substrate,CYP2D6
DB06204,P35372,agonist,OPRM1
DB06204,P23975,inhibitor,SLC6A2
DB06204,P41145,agonist,OPRK1
DB06204,P41143,agonist,OPRD1
DB06204,P31645,inhibitor,SLC6A4
DB06204,P11712,substrate,CYP2C9
DB06204,P33261,substrate,CYP2C19
DB06204,P10635,substrate,CYP2D6
DB06204,P16662,substrate,UGT2B7
DB06204,O60656,substrate,UGT1A9
DB06207,P35348,antagonist,ADRA1A
DB06207,P25100,antagonist,ADRA1D
DB06207,P35368,antagonist,ADRA1B
DB06207,Q12809,blocker,KCNH2
DB06207,P16662,substrate,UGT2B7
DB06207,P05091,substrate,ALDH2
DB06207,P14550,substrate,AKR1A1
DB06207,P08684,substrate,CYP3A4
DB06209,Q9H244,antagonist,P2RY12
DB06209,O00748,substrate,CES2
DB06209,P08684,substrate,CYP3A4
DB06209,P20813,substrate,CYP2B6
DB06209,P11712,substrate,CYP2C9
DB06209,P33261,substrate,CYP2C19
DB06210,P40238,agonist,MPL
DB06210,P05177,substrate,CYP1A2
DB06210,P22309,substrate,UGT1A1
DB06210,P22309,inhibitor,UGT1A1
DB06210,P35503,substrate,UGT1A3
DB06210,O60656,inhibitor,UGT1A9
DB06210,P10632,substrate,CYP2C8
DB06210,P10632,inhibitor,CYP2C8
DB06211,P0AC13,inhibitor,folP
DB06211,P02918,antagonist,mrcA
DB06211,P02918,inhibitor,mrcA
DB06211,P02919,antagonist,mrcB
DB06211,P02919,inhibitor,mrcB
DB06211,P0AD65,antagonist,mrdA
DB06211,P0AD65,inhibitor,mrdA
DB06211,Q51504,antagonist,pbpB
DB06211,Q51504,inhibitor,pbpB
DB06211,P72355,antagonist,pbp4
DB06211,P72355,inhibitor,pbp4
DB06211,P16444,substrate,DPEP1
DB06212,P30518,antagonist,AVPR2
DB06212,P37288,antagonist,AVPR1A
DB06212,P08684,substrate,CYP3A4
DB06213,P29274,agonist,ADORA2A
DB06216,P28223,antagonist,HTR2A
DB06216,P14416,antagonist,DRD2
DB06216,P08908,antagonist,HTR1A
DB06216,P28222,antagonist,HTR1B
DB06216,P41595,antagonist,HTR2B
DB06216,P28335,antagonist,HTR2C
DB06216,P47898,antagonist,HTR5A
DB06216,P50406,antagonist,HTR6
DB06216,P34969,antagonist,HTR7
DB06216,P35462,antagonist,DRD3
DB06216,P21917,antagonist,DRD4
DB06216,P21728,antagonist,DRD1
DB06216,P35348,antagonist,ADRA1A
DB06216,P08913,antagonist,ADRA2A
DB06216,P18089,antagonist,ADRA2B
DB06216,P18825,antagonist,ADRA2C
DB06216,P35367,antagonist,HRH1
DB06216,P25021,antagonist,HRH2
DB06216,P08588,antagonist,ADRB1
DB06216,P07550,antagonist,ADRB2
DB06216,P22310,substrate,UGT1A4
DB06216,P05177,substrate,CYP1A2
DB06216,P10635,substrate,CYP2D6
DB06216,P10635,inhibitor,CYP2D6
DB06216,P08684,substrate,CYP3A4
DB06217,Q14524,blocker,SCN5A
DB06217,P22460,blocker,KCNA5
DB06217,Q9UK17,blocker,KCND3
DB06217,Q12809,blocker,KCNH2
DB06217,P10635,substrate,CYP2D6
DB06217,P10635,inhibitor,CYP2D6
DB06218,Q16555,modulator,DPYSL2
DB06218,Q9UI33,inhibitor,SCN11A
DB06218,Q15858,blocker,SCN9A
DB06218,Q9NY46,blocker,SCN3A
DB06218,Q9Y5Y9,blocker,SCN10A
DB06218,P08684,substrate,CYP3A4
DB06218,P11712,substrate,CYP2C9
DB06218,P33261,substrate,CYP2C19
DB06219,P16233,inhibitor,PNLIP
DB06228,P00742,antagonist,F10
DB06228,P51589,substrate,CYP2J2
DB06228,P20815,substrate,CYP3A5
DB06228,P08684,substrate,CYP3A4
DB06237,O76074,inhibitor,PDE5A
DB06237,P08684,substrate,CYP3A4
DB06237,P11712,substrate,CYP2C9
DB06243,P11926,inhibitor,ODC1
DB06262,P35348,agonist,ADRA1A
DB06262,P35368,agonist,ADRA1B
DB06262,P25100,agonist,ADRA1D
DB06262,P08913,agonist,ADRA2A
DB06262,P18089,agonist,ADRA2B
DB06262,P18825,agonist,ADRA2C
DB06262,P08588,agonist,ADRB1
DB06262,P07550,agonist,ADRB2
DB06262,P13945,agonist,ADRB3
DB06262,P00439,inhibitor,PAH
DB06262,P20711,substrate,DDC
DB06263,P16435,substrate,POR
DB06263,P16152,substrate,CBR1
DB06264,Q9UI33,modulator,SCN11A
DB06264,P05177,substrate,CYP1A2
DB06267,O76074,inhibitor,PDE5A
DB06267,P08684,substrate,CYP3A4
DB06267,P20815,substrate,CYP3A5
DB06268,P25101,antagonist,EDNRA
DB06268,P24530,antagonist,EDNRB
DB06268,P33261,inhibitor,CYP2C19
DB06268,P11712,substrate,CYP2C9
DB06268,P11712,inhibitor,CYP2C9
DB06268,P08684,inhibitor,CYP3A4
DB06274,P35372,antagonist,OPRM1
DB06274,P41145,antagonist,OPRK1
DB06274,P41143,antagonist,OPRD1
DB06282,P35367,antagonist,HRH1
DB06282,P35367,inhibitor,HRH1
DB06282,P08684,substrate,CYP3A4
DB06287,P42345,inhibitor,MTOR
DB06287,P10635,inhibitor,CYP2D6
DB06287,P08684,substrate,CYP3A4
DB06287,P20815,substrate,CYP3A5
DB06287,P20815,inhibitor,CYP3A5
DB06287,P24462,substrate,CYP3A7
DB06288,P34969,antagonist,HTR7
DB06288,P28223,antagonist,HTR2A
DB06288,P14416,antagonist,DRD2
DB06288,P35462,antagonist,DRD3
DB06288,P35372,agonist,OPRM1
DB06288,P41143,agonist,OPRD1
DB06288,P41145,agonist,OPRK1
DB06290,P26664,modulator,
DB06290,Q91RS4,inhibitor,
DB06290,B0B3C9,inhibitor,NS3/4A
DB06290,P05177,inhibitor,CYP1A2
DB06290,P08684,substrate,CYP3A4
DB06290,P08684,inhibitor,CYP3A4
DB06292,P31639,antagonist,SLC5A2
DB06292,P31639,inhibitor,SLC5A2
DB06292,O60656,substrate,UGT1A9
DB06292,P06133,substrate,UGT2B4
DB06292,P16662,substrate,UGT2B7
DB06292,P04798,substrate,CYP1A1
DB06292,P05177,substrate,CYP1A2
DB06292,P11509,substrate,CYP2A6
DB06292,P11712,substrate,CYP2C9
DB06292,P10635,substrate,CYP2D6
DB06292,P08684,substrate,CYP3A4
DB06335,P27487,inhibitor,DPP4
DB06335,P20815,substrate,CYP3A5
DB06335,P08684,substrate,CYP3A4
DB06401,P03372,antagonist,ESR1
DB06401,P03372,agonist,ESR1
DB06401,P22310,substrate,UGT1A4
DB06401,Q9HAW9,substrate,UGT1A8
DB06401,Q9HAW8,substrate,UGT1A10
DB06402,Q15822,agonist,CHRNA2
DB06402,P32297,agonist,CHRNA3
DB06402,P34998,antagonist,CRHR1
DB06403,P25101,antagonist,EDNRA
DB06403,P24530,antagonist,EDNRB
DB06403,P08684,substrate,CYP3A4
DB06403,P33261,substrate,CYP2C19
DB06403,O60656,substrate,UGT1A9
DB06403,P16662,substrate,UGT2B7
DB06403,P35503,substrate,UGT1A3
DB06403,P20815,substrate,CYP3A5
DB06410,P11473,suppressor,VDR
DB06410,Q02318,substrate,CYP27A1
DB06412,P10275,agonist,AR
DB06412,P10275,activator,AR
DB06412,P21397,inducer,MAOA
DB06412,P10635,inhibitor,CYP2D6
DB06412,P18405,substrate,SRD5A1
DB06412,P18405,activator,SRD5A1
DB06412,P08684,inhibitor,CYP3A4
DB06412,P20815,inhibitor,CYP3A5
DB06412,P24462,inhibitor,CYP3A7
DB06412,Q9HB55,inhibitor,CYP3A43
DB06413,P25100,agonist,ADRA1D
DB06413,Q01959,antagonist,SLC6A3
DB06413,Q01959,inhibitor,SLC6A3
DB06413,P33261,inhibitor,CYP2C19
DB06413,P08684,inducer,CYP3A4
DB06413,P20815,inducer,CYP3A5
DB06413,P05177,inducer,CYP1A2
DB06413,P20813,inducer,CYP2B6
DB06413,P11712,inhibitor,CYP2C9
DB06414,P03366,modulator,gag-pol
DB06414,Q72547,inhibitor,pol
DB06414,P08684,substrate,CYP3A4
DB06414,P08684,inducer,CYP3A4
DB06414,P11712,substrate,CYP2C9
DB06414,P11712,inhibitor,CYP2C9
DB06414,P33261,substrate,CYP2C19
DB06414,P33261,inhibitor,CYP2C19
DB06441,Q9H244,inhibitor,P2RY12
DB06480,Q13639,agonist,HTR4
DB06480,P08684,substrate,CYP3A4
DB06589,P17948,inhibitor,FLT1
DB06589,P35968,inhibitor,KDR
DB06589,P35916,inhibitor,FLT4
DB06589,P16234,inhibitor,PDGFRA
DB06589,P09619,inhibitor,PDGFRB
DB06589,P10721,inhibitor,KIT
DB06589,P22607,inhibitor,FGFR3
DB06589,Q08881,inhibitor,ITK
DB06589,P05230,inhibitor,FGF1
DB06589,Q9UQQ2,inhibitor,SH2B3
DB06589,P10635,inhibitor,CYP2D6
DB06589,P10632,substrate,CYP2C8
DB06589,P10632,inhibitor,CYP2C8
DB06589,P05177,substrate,CYP1A2
DB06589,P08684,substrate,CYP3A4
DB06589,P08684,inhibitor,CYP3A4
DB06594,P28335,antagonist,HTR2C
DB06594,P48039,agonist,MTNR1A
DB06594,P49286,agonist,MTNR1B
DB06594,P05177,substrate,CYP1A2
DB06594,P11712,inhibitor,CYP2C9
DB06595,P05129,inhibitor,PRKCG
DB06595,P17252,antagonist,PRKCA
DB06595,P17252,inhibitor,PRKCA
DB06595,P35968,antagonist,KDR
DB06595,P35968,inhibitor,KDR
DB06595,P16234,antagonist,PDGFRA
DB06595,P16234,inhibitor,PDGFRA
DB06595,P09619,antagonist,PDGFRB
DB06595,P09619,inhibitor,PDGFRB
DB06595,P36888,antagonist,FLT3
DB06595,P36888,inhibitor,FLT3
DB06595,P10721,antagonist,KIT
DB06595,P10721,inhibitor,KIT
DB06595,P08684,substrate,CYP3A4
DB06595,P08684,inhibitor,CYP3A4
DB06595,P08684,inducer,CYP3A4
DB06595,P05177,inhibitor,CYP1A2
DB06595,P05177,inducer,CYP1A2
DB06595,P20813,inducer,CYP2B6
DB06595,P10632,inhibitor,CYP2C8
DB06595,P10632,inducer,CYP2C8
DB06595,P11712,inhibitor,CYP2C9
DB06595,P11712,inducer,CYP2C9
DB06595,P33261,inhibitor,CYP2C19
DB06595,P33261,inducer,CYP2C19
DB06595,P10635,inhibitor,CYP2D6
DB06595,P05181,inhibitor,CYP2E1
DB06595,P08684,substrate,CYP3A4
DB06595,P08684,inhibitor,CYP3A4
DB06595,P08684,inducer,CYP3A4
DB06595,P20815,inducer,CYP3A5
DB06595,P24462,inducer,CYP3A7
DB06595,Q9HB55,inducer,CYP3A43
DB06603,Q13547,inhibitor,HDAC1
DB06603,Q13547,inhibitor,HDAC1
DB06603,P08684,substrate,CYP3A4
DB06603,P10635,inhibitor,CYP2D6
DB06605,P00742,inhibitor,F10
DB06605,P08684,substrate,CYP3A4
DB06605,P05177,substrate,CYP1A2
DB06605,P10632,substrate,CYP2C8
DB06605,P11712,substrate,CYP2C9
DB06605,P33261,substrate,CYP2C19
DB06605,P51589,substrate,CYP2J2
DB06605,P20815,substrate,CYP3A5
DB06616,P00519,inhibitor,ABL1
DB06616,P07948,inhibitor,LYN
DB06616,P12931,inhibitor,SRC
DB06616,Q02750,inhibitor,MAP2K1
DB06616,P36507,inhibitor,MAP2K2
DB06616,Q9Y2U5,inhibitor,MAP3K2
DB06616,Q13555,inhibitor,CAMK2G
DB06616,P09769,inhibitor,FGR
DB06616,P08631,inhibitor,HCK
DB06616,P42680,inhibitor,TEC
DB06616,Q9H2G2,inhibitor,SLK
DB06616,P08684,substrate,CYP3A4
DB06616,P08684,inhibitor,CYP3A4
DB06616,P10632,inhibitor,CYP2C8
DB06626,P00519,inhibitor,ABL1
DB06626,P17948,inhibitor,FLT1
DB06626,P35968,inhibitor,KDR
DB06626,P35916,inhibitor,FLT4
DB06626,P08684,substrate,CYP3A4
DB06626,P20815,substrate,CYP3A5
DB06626,P05177,substrate,CYP1A2
DB06626,P33261,substrate,CYP2C19
DB06626,P22309,substrate,UGT1A1
DB06636,P50859,inhibitor,ERG11
DB06636,P20813,inducer,CYP2B6
DB06636,P10635,inhibitor,CYP2D6
DB06636,P10632,inhibitor,CYP2C8
DB06636,P10632,inducer,CYP2C8
DB06636,P11712,inhibitor,CYP2C9
DB06636,P11712,inducer,CYP2C9
DB06636,P33261,inhibitor,CYP2C19
DB06636,P08684,substrate,CYP3A4
DB06636,P08684,inhibitor,CYP3A4
DB06636,P08684,inducer,CYP3A4
DB06636,P20815,substrate,CYP3A5
DB06636,P06276,substrate,BCHE
DB06637,Q09470,antagonist,KCNA1
DB06637,P16389,antagonist,KCNA2
DB06637,P22001,antagonist,KCNA3
DB06637,P22459,antagonist,KCNA4
DB06637,P22460,antagonist,KCNA5
DB06637,P17658,antagonist,KCNA6
DB06637,Q96RP8,antagonist,KCNA7
DB06637,Q16322,antagonist,KCNA10
DB06637,Q14721,antagonist,KCNB1
DB06637,Q92953,antagonist,KCNB2
DB06637,P48547,antagonist,KCNC1
DB06637,Q96PR1,antagonist,KCNC2
DB06637,Q14003,antagonist,KCNC3
DB06637,Q9NSA2,antagonist,KCND1
DB06637,Q9NZV8,antagonist,KCND2
DB06637,Q9UK17,antagonist,KCND3
DB06637,P05181,substrate,CYP2E1
DB06654,P27338,antagonist,MAOB
DB06654,P21397,inhibitor,MAOA
DB06654,P08684,substrate,CYP3A4
DB06654,P04798,inhibitor,CYP1A1
DB06654,P05177,inhibitor,CYP1A2
DB06654,P10635,inhibitor,CYP2D6
DB06654,P33261,inhibitor,CYP2C19
DB06654,P20815,inhibitor,CYP3A5
DB06663,P32745,inhibitor,SSTR3
DB06663,P30872,inhibitor,SSTR1
DB06663,P30874,inhibitor,SSTR2
DB06663,P35346,inhibitor,SSTR5
DB06663,P08684,inhibitor,CYP3A4
DB06684,P31645,inhibitor,SLC6A4
DB06684,P08908,agonist,HTR1A
DB06684,P08684,substrate,CYP3A4
DB06684,P10635,substrate,CYP2D6
DB06684,P33261,substrate,CYP2C19
DB06689,P00748,activator,F12
DB06691,P35367,antagonist,HRH1
DB06691,P10635,inhibitor,CYP2D6
DB06694,P08913,agonist,ADRA2A
DB06694,P18089,agonist,ADRA2B
DB06694,P35348,agonist,ADRA1A
DB06694,P35348,partial agonist,ADRA1A
DB06694,P35368,agonist,ADRA1B
DB06694,P25100,agonist,ADRA1D
DB06694,P18825,agonist,ADRA2C
DB06695,P00734,inhibitor,F2
DB06695,P23141,substrate,CES1
DB06695,O00748,substrate,CES2
DB06695,P54855,substrate,UGT2B15
DB06695,O60656,substrate,UGT1A9
DB06695,P16083,inhibitor,NQO2
DB06695,P16662,substrate,UGT2B7
DB06696,P0A7S3,inhibitor,rpsL
DB06697,P05023,binder,ATP1A1
DB06697,P08684,substrate,CYP3A4
DB06697,P08684,inducer,CYP3A4
DB06697,P20815,substrate,CYP3A5
DB06697,P20813,substrate,CYP2B6
DB06697,P20813,inducer,CYP2B6
DB06697,P11712,substrate,CYP2C9
DB06697,P33261,substrate,CYP2C19
DB06697,P33261,inducer,CYP2C19
DB06698,P35367,agonist,HRH1
DB06698,Q9Y5N1,antagonist,HRH3
DB06698,P21397,substrate,MAOA
DB06699,P30968,antagonist,GNRHR
DB06700,P23975,inhibitor,SLC6A2
DB06700,P31645,inhibitor,SLC6A4
DB06700,Q01959,inhibitor,SLC6A3
DB06700,P08684,substrate,CYP3A4
DB06700,P08684,inhibitor,CYP3A4
DB06700,P10635,inhibitor,CYP2D6
DB06700,P22309,substrate,UGT1A1
DB06700,P35503,substrate,UGT1A3
DB06700,P06133,substrate,UGT2B4
DB06700,P54855,substrate,UGT2B15
DB06700,O75795,substrate,UGT2B17
DB06700,P33261,substrate,CYP2C19
DB06701,Q01959,inhibitor,SLC6A3
DB06701,P23975,inhibitor,SLC6A2
DB06701,P31645,inhibitor,SLC6A4
DB06701,Q7SIA5,substrate,
DB06702,P20309,antagonist,CHRM3
DB06702,P08173,antagonist,CHRM4
DB06702,P11229,antagonist,CHRM1
DB06702,P08172,antagonist,CHRM2
DB06702,P08912,antagonist,CHRM5
DB06702,P10635,substrate,CYP2D6
DB06702,P08684,substrate,CYP3A4
DB06704,P23975,modulator,SLC6A2
DB06706,P35348,agonist,ADRA1A
DB06706,Q05940,inhibitor,SLC18A2
DB06707,P25100,inhibitor,ADRA1D
DB06707,P35368,inhibitor,ADRA1B
DB06707,P35348,inhibitor,ADRA1A
DB06707,P08913,agonist,ADRA2A
DB06708,P05023,binder,ATP1A1
DB06708,P08684,substrate,CYP3A4
DB06708,P10635,inhibitor,CYP2D6
DB06709,P20309,agonist,CHRM3
DB06709,P08172,agonist,CHRM2
DB06709,P11229,agonist,CHRM1
DB06709,P08173,agonist,CHRM4
DB06709,P08912,agonist,CHRM5
DB06710,P10275,agonist,AR
DB06710,P20813,substrate,CYP2B6
DB06710,P08684,substrate,CYP3A4
DB06710,P11511,substrate,CYP19A1
DB06710,P11511,inducer,CYP19A1
DB06711,P14416,agonist,DRD2
DB06711,P08913,agonist,ADRA2A
DB06711,P35348,agonist,ADRA1A
DB06712,Q13936,inhibitor,CACNA1C
DB06712,P54289,inhibitor,CACNA2D1
DB06712,Q08289,inhibitor,CACNB2
DB06712,Q01668,inhibitor,CACNA1D
DB06712,Q13698,inhibitor,CACNA1S
DB06712,Q8IZS8,inhibitor,CACNA2D3
DB06712,O95180,inhibitor,CACNA1H
DB06712,Q9P0X4,inhibitor,CACNA1I
DB06712,Q13936,blocker,CACNA1C
DB06712,O43497,inhibitor,CACNA1G
DB06712,P11509,inhibitor,CYP2A6
DB06712,P33261,inhibitor,CYP2C19
DB06712,P10632,inhibitor,CYP2C8
DB06712,P05181,substrate,CYP2E1
DB06712,P08684,substrate,CYP3A4
DB06712,P08684,inhibitor,CYP3A4
DB06713,P06401,agonist,PGR
DB06713,P10275,partial agonist,AR
DB06713,P08842,inhibitor,STS
DB06713,P08684,substrate,CYP3A4
DB06716,P47870,potentiator,GABRB2
DB06716,P28472,potentiator,GABRB3
DB06717,P25103,antagonist,TACR1
DB06717,P08684,substrate,CYP3A4
DB06717,P08684,inhibitor,CYP3A4
DB06717,P08684,inducer,CYP3A4
DB06717,P11712,inducer,CYP2C9
DB06718,P10275,agonist,AR
DB06725,P23219,inhibitor,PTGS1
DB06725,P35354,inhibitor,PTGS2
DB06725,P11712,substrate,CYP2C9
DB06729,P0AC13,inhibitor,folP
DB06729,P11712,modulator,CYP2C9
DB06729,P20813,inhibitor,CYP2B6
DB06729,P10632,inhibitor,CYP2C8
DB06729,P10635,inhibitor,CYP2D6
DB06729,P11712,inhibitor,CYP2C9
DB06730,P06401,binder,PGR
DB06730,P06401,activator,PGR
DB06730,P08684,substrate,CYP3A4
DB06730,P08684,inhibitor,CYP3A4
DB06730,P33261,inhibitor,CYP2C19
DB06730,P20815,inhibitor,CYP3A5
DB06730,P24462,inhibitor,CYP3A7
DB06736,P35354,inhibitor,PTGS2
DB06736,P23219,inhibitor,PTGS1
DB06736,P11712,substrate,CYP2C9
DB06737,P16662,substrate,UGT2B7
DB06737,P11712,substrate,CYP2C9
DB06737,P23219,substrate,PTGS1
DB06738,P35372,agonist,OPRM1
DB06738,P41145,agonist,OPRK1
DB06738,P41143,agonist,OPRD1
DB06738,Q05586,antagonist,GRIN1
DB06738,P23219,substrate,PTGS1
DB06738,P11712,substrate,CYP2C9
DB06738,P08684,substrate,CYP3A4
DB06738,O60656,substrate,UGT1A9
DB06738,P20813,substrate,CYP2B6
DB06738,P33261,substrate,CYP2C19
DB06738,P10632,substrate,CYP2C8
DB06739,P21731,antagonist,TBXA2R
DB06739,P11712,substrate,CYP2C9
DB06739,P08684,substrate,CYP3A4
DB06739,P08684,inducer,CYP3A4
DB06739,P10632,substrate,CYP2C8
DB06739,P33261,substrate,CYP2C19
DB06739,P20813,substrate,CYP2B6
DB06739,O60656,substrate,UGT1A9
DB06739,P23219,substrate,PTGS1
DB06739,P11509,inhibitor,CYP2A6
